IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COM,Comoros,Year,2020,true,,,,,,,,,,,,<,200,,<,100,<,500,<200 [<100 – <500],,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,true,,,,,,,,,,,,<,200,,<,100,<,500,<200 [<100 – <500],,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ISL,Iceland,Year,2020,true,,,,,,,,,,,,<,500,,<,500,<,500,<500 [<500 – <500],,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2020,true,,,,,,,,,,,,,1200,,,920,,1700,"1,200 [920 – 1,700]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,true,,,,,,,,,,,,,1300,,<,500,,3100,"1,300 [<500 – 3,100]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,,,,,,,,,,,,,1300,,,790,,2500,"1,300 [790 – 2,500]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,true,,,,,,,,,,,,,1300000,,,1200000,,1400000,"1,300,000 [1,200,000 – 1,400,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ALB,Albania,Year,2020,true,,,,,,,,,,,,,1400,,,1200,,1700,"1,400 [1,200 – 1,700]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,UGA,Uganda,Year,2020,true,,,,,,,,,,,,,1400000,,,1300000,,1600000,"1,400,000 [1,300,000 – 1,600,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,KEN,Kenya,Year,2020,true,,,,,,,,,,,,,1400000,,,1300000,,1700000,"1,400,000 [1,300,000 – 1,700,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2020,true,,,,,,,,,,,,,1500000,,,1400000,,1600000,"1,500,000 [1,400,000 – 1,600,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,HRV,Croatia,Year,2020,true,,,,,,,,,,,,,1700,,,1400,,2000,"1,700 [1,400 – 2,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2020,true,,,,,,,,,,,,,1700000,,,1300000,,2300000,"1,700,000 [1,300,000 – 2,300,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,true,,,,,,,,,,,,,1700000,,,1600000,,1900000,"1,700,000 [1,600,000 – 1,900,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,true,,,,,,,,,,,,,10000,,,9200,,12000,"10,000 [9,200 – 12,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,true,,,,,,,,,,,,,100000,,,91000,,110000,"100,000 [91,000 – 110,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,,,,,,,,,,,,,11000,,,9900,,11000,"11,000 [9,900 – 11,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GIN,Guinea,Year,2020,true,,,,,,,,,,,,,110000,,,110000,,120000,"110,000 [110,000 – 120,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,TGO,Togo,Year,2020,true,,,,,,,,,,,,,110000,,,110000,,120000,"110,000 [110,000 – 120,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COG,Congo,Year,2020,true,,,,,,,,,,,,,110000,,,80000,,170000,"110,000 [80,000 – 170,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,TCD,Chad,Year,2020,true,,,,,,,,,,,,,110000,,,90000,,130000,"110,000 [90,000 – 130,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MLI,Mali,Year,2020,true,,,,,,,,,,,,,110000,,,90000,,130000,"110,000 [90,000 – 130,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,true,,,,,,,,,,,,,12000,,,10000,,14000,"12,000 [10,000 – 14,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,true,,,,,,,,,,,,,12000,,,4700,,43000,"12,000 [4,700 – 43,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,,,,,,,,,,,,,12000,,,8700,,15000,"12,000 [8,700 – 15,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,URY,Uruguay,Year,2020,true,,,,,,,,,,,,,12000,,,9600,,14000,"12,000 [9,600 – 14,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,true,,,,,,,,,,,,,120000,,,110000,,120000,"120,000 [110,000 – 120,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,,,,,,,,,,,,,13000,,,9600,,16000,"13,000 [9,600 – 16,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2020,true,,,,,,,,,,,,,14000,,,12000,,16000,"14,000 [12,000 – 16,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,true,,,,,,,,,,,,,14000,,,12000,,18000,"14,000 [12,000 – 18,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2020,true,,,,,,,,,,,,,14000,,,13000,,16000,"14,000 [13,000 – 16,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ITA,Italy,Year,2020,true,,,,,,,,,,,,,140000,,,120000,,150000,"140,000 [120,000 – 150,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ARG,Argentina,Year,2020,true,,,,,,,,,,,,,140000,,,130000,,150000,"140,000 [130,000 – 150,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,true,,,,,,,,,,,,,15000,,,14000,,16000,"15,000 [14,000 – 16,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ESP,Spain,Year,2020,true,,,,,,,,,,,,,150000,,,130000,,170000,"150,000 [130,000 – 170,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HTI,Haiti,Year,2020,true,,,,,,,,,,,,,150000,,,140000,,170000,"150,000 [140,000 – 170,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2020,true,,,,,,,,,,,,,16000,,,14000,,17000,"16,000 [14,000 – 17,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2020,true,,,,,,,,,,,,,17000,,,14000,,20000,"17,000 [14,000 – 20,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,GRC,Greece,Year,2020,true,,,,,,,,,,,,,17000,,,15000,,18000,"17,000 [15,000 – 18,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,true,,,,,,,,,,,,,17000,,,15000,,20000,"17,000 [15,000 – 20,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,true,,,,,,,,,,,,,18000,,,17000,,20000,"18,000 [17,000 – 20,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,true,,,,,,,,,,,,,180000,,,140000,,230000,"180,000 [140,000 – 230,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,COL,Colombia,Year,2020,true,,,,,,,,,,,,,180000,,,150000,,220000,"180,000 [150,000 – 220,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,true,,,,,,,,,,,,,19000,,,12000,,25000,"19,000 [12,000 – 25,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2020,true,,,,,,,,,,,,,19000,,,14000,,26000,"19,000 [14,000 – 26,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2020,true,,,,,,,,,,,,,2100000,,,1700000,,2500000,"2,100,000 [1,700,000 – 2,500,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,true,,,,,,,,,,,,,2300000,,,1600000,,2900000,"2,300,000 [1,600,000 – 2,900,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,,,,,,,,,,,,,2400,,,2000,,2900,"2,400 [2,000 – 2,900]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2020,true,,,,,,,,,,,,,2700,,,2400,,3100,"2,700 [2,400 – 3,100]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,true,,,,,,,,,,,,,200000,,,190000,,210000,"200,000 [190,000 – 210,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2020,true,,,,,,,,,,,,,200000,,,190000,,220000,"200,000 [190,000 – 220,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NAM,Namibia,Year,2020,true,,,,,,,,,,,,,210000,,,190000,,230000,"210,000 [190,000 – 230,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,true,,,,,,,,,,,,,22000,,,19000,,24000,"22,000 [19,000 – 24,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HND,Honduras,Year,2020,true,,,,,,,,,,,,,22000,,,20000,,26000,"22,000 [20,000 – 26,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2020,true,,,,,,,,,,,,,220000,,,200000,,250000,"220,000 [200,000 – 250,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,true,,,,,,,,,,,,,24000,,,21000,,26000,"24,000 [21,000 – 26,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2020,true,,,,,,,,,,,,,24000,,,21000,,27000,"24,000 [21,000 – 27,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2020,true,,,,,,,,,,,,,25000,,,23000,,27000,"25,000 [23,000 – 27,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,,,,,,,,,,,,,250000,,,230000,,270000,"250,000 [230,000 – 270,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,true,,,,,,,,,,,,,260000,,,210000,,330000,"260,000 [210,000 – 330,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,true,,,,,,,,,,,,,27000,,,21000,,35000,"27,000 [21,000 – 35,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BLR,Belarus,Year,2020,true,,,,,,,,,,,,,28000,,,22000,,37000,"28,000 [22,000 – 37,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2020,true,,,,,,,,,,,,,280000,,,260000,,310000,"280,000 [260,000 – 310,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,true,,,,,,,,,,,,,3300,,,2600,,4100,"3,300 [2,600 – 4,100]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,true,,,,,,,,,,,,,3600,,,3100,,4000,"3,600 [3,100 – 4,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,true,,,,,,,,,,,,,3700,,,3400,,4100,"3,700 [3,400 – 4,100]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BLZ,Belize,Year,2020,true,,,,,,,,,,,,,3800,,,2600,,5200,"3,800 [2,600 – 5,200]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2020,true,,,,,,,,,,,,,30000,,,24000,,34000,"30,000 [24,000 – 34,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2020,true,,,,,,,,,,,,,30000,,,25000,,35000,"30,000 [25,000 – 35,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,true,,,,,,,,,,,,,30000,,,28000,,33000,"30,000 [28,000 – 33,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NER,Niger,Year,2020,true,,,,,,,,,,,,,31000,,,28000,,35000,"31,000 [28,000 – 35,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,PAN,Panama,Year,2020,true,,,,,,,,,,,,,31000,,,29000,,35000,"31,000 [29,000 – 35,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,true,,,,,,,,,,,,,32000,,,26000,,45000,"32,000 [26,000 – 45,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2020,true,,,,,,,,,,,,,33000,,,28000,,43000,"33,000 [28,000 – 43,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CUB,Cuba,Year,2020,true,,,,,,,,,,,,,33000,,,29000,,36000,"33,000 [29,000 – 36,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,AGO,Angola,Year,2020,true,,,,,,,,,,,,,340000,,,280000,,400000,"340,000 [280,000 – 400,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,MEX,Mexico,Year,2020,true,,,,,,,,,,,,,340000,,,300000,,390000,"340,000 [300,000 – 390,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,true,,,,,,,,,,,,,35000,,,23000,,46000,"35,000 [23,000 – 46,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LBR,Liberia,Year,2020,true,,,,,,,,,,,,,35000,,,29000,,43000,"35,000 [29,000 – 43,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GHA,Ghana,Year,2020,true,,,,,,,,,,,,,350000,,,300000,,410000,"350,000 [300,000 – 410,000]",,,EN,2021-10-11T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2020,true,,,,,,,,,,,,,37000,,,33000,,41000,"37,000 [33,000 – 41,000]",,,EN,2021-10-11T04:00:00.000Z
